,labels,NOS,R1,FA,yeo,economo,color_yeo,color_ve,color1,color2,color3,color4,color5,color6,color7,color1_ve,color2_ve,color3_ve,color4_ve,color5_ve,color6_ve,color7_ve
173,precentral_6_L,396.5,1.11122906,0.37588021,sm,pm,#1f77b4,#1f77b4,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)"
174,superiortemporal_1_R,395,1.16824918,0.4044975,sm,asc2,#1f77b4,#2ca02c,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
175,lingual_2_L,390,1.12198745,0.37401677,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
176,lateraloccipital_2_L,390,1.11586509,0.3730062,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
177,inferiortemporal_1_L,388.5,1.12620384,0.41684103,lim,asc1,#8c564b,#ff7f0e,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
178,caudalmiddlefrontal_2_R,385.5,1.15498907,0.42393047,fp,asc1,#d62728,#ff7f0e,"rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
179,postcentral_1_R,382,1.13585069,0.37335572,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
180,middletemporal_2_R,380.5,1.19106998,0.42279615,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
181,bankssts_1_R,378.5,1.17962807,0.39411613,sm,asc2,#1f77b4,#2ca02c,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
182,parsorbitalis_1_L,373,1.15584259,0.39168513,dmn,pss,#9467bd,#d62728,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
183,inferiortemporal_2_L,371,1.12550886,0.41714762,lim,asc1,#8c564b,#ff7f0e,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
184,lingual_4_L,370.5,1.12207057,0.36233767,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
185,bankssts_1_L,363.5,1.14393659,0.38889133,dmn,asc2,#9467bd,#2ca02c,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
186,lateralorbitofrontal_3_L,362,1.14540971,0.35099362,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
187,frontalpole_1_R,357.5,1.17677171,0.46984662,lim,asc2,#8c564b,#2ca02c,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
188,middletemporal_3_R,353.5,1.17954734,0.42090978,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
189,medialorbitofrontal_2_R,352,1.12218885,0.41344458,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
190,precuneus_3_R,347.5,1.16673527,0.40765164,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
191,precuneus_1_R,344.5,1.14562615,0.42421544,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
192,lingual_3_L,338.5,1.1159626,0.38726829,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
193,supramarginal_1_L,336,1.12093588,0.36028196,va,asc2,#ff7f0e,#2ca02c,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
194,lateralorbitofrontal_1_R,331,1.09700753,0.39960318,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
195,superiortemporal_2_L,328.5,1.14558755,0.39278646,sm,asc2,#1f77b4,#2ca02c,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
196,precuneus_2_R,323.5,1.16870301,0.42623544,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
197,postcentral_2_L,315,1.10527571,0.44680901,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
198,parahippocampal_1_R,312.5,1.13038675,0.38620471,vis,lim,#2ca02c,#8c564b,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)"
199,inferiortemporal_2_R,306.5,1.14739893,0.39466356,lim,asc1,#8c564b,#ff7f0e,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
200,pericalcarine_2_R,304,1.11367381,0.3870928,vis,ps,#2ca02c,#9467bd,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
201,frontalpole_1_L,302,1.18530841,0.47383029,lim,asc2,#8c564b,#2ca02c,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
202,bankssts_2_L,295.5,1.15244614,0.41726668,dmn,asc2,#9467bd,#2ca02c,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
203,lateralorbitofrontal_3_R,291.5,1.10993609,0.37813048,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
204,parahippocampal_1_L,287.5,1.09930521,0.40018805,dmn,lim,#9467bd,#8c564b,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)"
205,postcentral_6_L,282.5,1.11845079,0.38120803,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
206,transversetemporal_1_L,259,1.11428145,0.35008804,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
207,inferiortemporal_3_R,253,1.15982222,0.39638315,lim,asc1,#8c564b,#ff7f0e,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
208,postcentral_4_R,232.5,1.14657029,0.39781581,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
209,insula_4_L,223.5,1.0884488,0.37649701,va,ins,#ff7f0e,#e377c2,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)"
210,parstriangularis_1_R,213.5,1.09805492,0.38869105,va,asc1,#ff7f0e,#ff7f0e,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
211,lateralorbitofrontal_4_R,206,1.12717573,0.40416604,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
212,transversetemporal_1_R,198.5,1.13660956,0.35176081,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
213,temporalpole_1_L,184,1.10471053,0.4196923,lim,asc1,#8c564b,#ff7f0e,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
214,medialorbitofrontal_3_R,172,1.09647305,0.37374967,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
215,superiortemporal_4_R,110.5,1.06875604,0.38800892,sm,asc2,#1f77b4,#2ca02c,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
216,entorhinal_1_L,108,1.07754711,0.42074957,lim,lim,#8c564b,#8c564b,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)"
217,temporalpole_1_R,91.5,1.11247497,0.39355292,lim,asc1,#8c564b,#ff7f0e,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
218,entorhinal_1_R,55.5,1.07964617,0.40300478,lim,lim,#8c564b,#8c564b,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)"
